"id_account","execution_date","type","amount_ars","amount_usd"
1014,2024-05-09,card_spend,-37932.0,0.0
1014,2024-03-30,invest,6569.0,0.0
1014,2024-05-12,deposit,13015.0,0.0
1015,2024-04-17,deposit,7238.0,0.0
1015,2024-06-08,deposit,25071.0,0.0
1015,2024-03-29,deposit,43679.0,0.0
1015,2024-04-19,card_spend,-37034.0,0.0
1015,2024-04-21,invest,11161.0,0.0
1015,2024-05-25,deposit,24954.0,0.0
1015,2024-04-15,deposit,46659.0,0.0
1015,2024-05-06,deposit,14716.0,0.0
1015,2024-06-03,deposit,40144.0,0.0
1015,2024-04-06,deposit,43928.0,0.0
1015,2024-06-06,deposit,23574.0,0.0
1015,2024-06-19,deposit,46162.0,0.0
1016,2024-04-03,card_spend,-15178.0,0.0
1016,2024-04-29,deposit,18022.0,0.0
1016,2024-05-03,invest,29699.0,0.0
1017,2024-05-29,invest,17748.0,0.0
1017,2024-04-07,deposit,47391.0,0.0
1017,2024-03-19,invest,18302.0,0.0
1017,2024-03-30,invest,40650.0,0.0
1017,2024-03-27,deposit,39518.0,0.0
1017,2024-04-09,deposit,30926.0,0.0
1017,2024-04-06,card_spend,-45243.0,0.0
1017,2024-04-06,invest,9258.0,0.0
1018,2024-01-10,deposit,27069.0,0.0
1018,2024-01-26,invest,13199.0,0.0
1018,2024-01-18,invest,11167.0,0.0
1018,2024-02-20,currency_exchange,0.0,238.0
1018,2024-01-25,deposit,27900.0,0.0
1018,2023-12-27,card_spend,-11589.0,0.0
1018,2024-01-16,card_spend,-14046.0,0.0
1018,2023-12-26,invest,5324.0,0.0
1018,2024-01-28,currency_exchange,0.0,15.0
1019,2024-02-24,currency_exchange,0.0,13.0
1019,2024-02-19,card_spend,-47685.0,0.0
1019,2024-01-22,card_spend,-1846.0,0.0
1019,2024-02-15,invest,47514.0,0.0
1020,2023-12-26,deposit,43101.0,0.0
1020,2024-02-27,invest,46587.0,0.0
1020,2024-01-02,deposit,40001.0,0.0
1020,2024-01-04,deposit,2828.0,0.0
1020,2024-01-01,currency_exchange,0.0,342.0
1020,2023-12-24,deposit,46745.0,0.0
1020,2023-12-31,invest,10865.0,0.0
1020,2024-02-03,deposit,6287.0,0.0
1020,2023-12-23,deposit,2342.0,0.0
1020,2024-03-03,card_spend,-28534.0,0.0
1020,2024-01-14,invest,37258.0,0.0
1020,2024-02-08,card_spend,-13219.0,0.0
1020,2024-02-09,deposit,9567.0,0.0
1020,2024-03-05,currency_exchange,0.0,85.0
1021,2024-02-25,currency_exchange,0.0,329.0
1021,2024-02-12,deposit,22852.0,0.0
1021,2024-04-02,card_spend,-31523.0,0.0
1021,2024-02-20,card_spend,-16524.0,0.0
1021,2024-01-26,deposit,1077.0,0.0
1022,2024-02-11,invest,29173.0,0.0
1022,2024-01-02,invest,7565.0,0.0
1022,2023-12-24,invest,10184.0,0.0
1022,2024-02-05,invest,37455.0,0.0
1022,2024-01-21,invest,42157.0,0.0
1022,2024-02-11,invest,16374.0,0.0
1022,2023-12-30,invest,26053.0,0.0
1022,2023-12-28,card_spend,-11789.0,0.0
1023,2024-03-23,card_spend,-39141.0,0.0
1023,2024-05-03,invest,33265.0,0.0
1023,2024-03-01,card_spend,-44872.0,0.0
1023,2024-04-03,invest,30486.0,0.0
1023,2024-05-23,invest,36996.0,0.0
1023,2024-03-04,deposit,15382.0,0.0
1023,2024-05-03,card_spend,-21609.0,0.0
1023,2024-03-23,invest,40666.0,0.0
1023,2024-04-01,invest,35884.0,0.0
1023,2024-03-16,deposit,15153.0,0.0
1023,2024-04-03,deposit,1814.0,0.0
1024,2024-05-01,invest,11457.0,0.0
1024,2024-03-29,deposit,45241.0,0.0
1024,2024-06-13,deposit,27215.0,0.0
1024,2024-05-15,invest,40915.0,0.0
1024,2024-05-23,card_spend,-39727.0,0.0
1024,2024-04-16,invest,21530.0,0.0
1024,2024-04-14,deposit,4368.0,0.0
1024,2024-06-10,currency_exchange,0.0,266.0
1024,2024-05-01,deposit,37185.0,0.0
1024,2024-04-21,deposit,20256.0,0.0
1024,2024-03-17,card_spend,-38430.0,0.0
1024,2024-04-25,invest,12694.0,0.0
1025,2024-01-23,card_spend,-8973.0,0.0
1025,2023-12-31,invest,9666.0,0.0
1025,2024-02-01,currency_exchange,0.0,137.0
1025,2024-02-10,deposit,14490.0,0.0
1025,2024-02-21,deposit,2990.0,0.0
1025,2024-02-19,invest,23359.0,0.0
1025,2024-01-20,deposit,17241.0,0.0
1025,2024-03-23,invest,5944.0,0.0
1026,2024-02-24,invest,25917.0,0.0
1026,2024-03-09,currency_exchange,0.0,58.0
1026,2024-03-17,invest,42949.0,0.0
1026,2024-04-02,invest,34719.0,0.0
1026,2024-02-04,invest,43460.0,0.0
1027,2023-12-20,deposit,39258.0,0.0
1027,2024-01-17,invest,7645.0,0.0
1027,2024-01-08,card_spend,-13342.0,0.0
1027,2024-02-22,invest,48190.0,0.0
1027,2024-01-25,deposit,20846.0,0.0
1027,2023-12-09,deposit,11998.0,0.0
1027,2024-02-06,deposit,11682.0,0.0
1027,2024-02-11,deposit,20694.0,0.0
1027,2024-02-06,card_spend,-21059.0,0.0
1028,2024-03-06,card_spend,-22591.0,0.0
1028,2024-04-19,invest,48917.0,0.0
1028,2024-03-26,deposit,48838.0,0.0
1028,2024-03-27,card_spend,-7150.0,0.0
1028,2024-04-15,deposit,3198.0,0.0
1028,2024-04-26,deposit,37220.0,0.0
1028,2024-02-20,invest,32419.0,0.0
1028,2024-04-23,card_spend,-24236.0,0.0
1029,2024-04-04,invest,15596.0,0.0
1029,2024-03-05,invest,46960.0,0.0
1029,2024-03-21,deposit,44861.0,0.0
1029,2024-02-21,deposit,49285.0,0.0
1030,2024-02-17,card_spend,-21607.0,0.0
1030,2024-03-10,invest,28856.0,0.0
1030,2024-01-03,card_spend,-37801.0,0.0
1030,2024-01-14,deposit,18685.0,0.0
1030,2023-12-24,deposit,12372.0,0.0
1030,2024-03-16,invest,32889.0,0.0
1030,2024-03-14,card_spend,-32653.0,0.0
1030,2024-01-23,invest,32896.0,0.0
1030,2024-03-05,deposit,41809.0,0.0
1030,2024-03-15,deposit,41760.0,0.0
1031,2024-02-10,deposit,47828.0,0.0
1031,2024-02-23,deposit,12664.0,0.0
1031,2024-01-27,invest,30373.0,0.0
1031,2024-02-16,deposit,36835.0,0.0
1031,2024-02-24,card_spend,-20250.0,0.0
1031,2024-02-23,invest,14081.0,0.0
1031,2024-02-06,card_spend,-12046.0,0.0
1032,2024-04-07,invest,24150.0,0.0
1032,2024-03-08,currency_exchange,0.0,78.0
1032,2024-04-09,deposit,41483.0,0.0
1032,2024-03-04,deposit,32987.0,0.0
1032,2024-05-04,invest,46420.0,0.0
1032,2024-04-26,card_spend,-2524.0,0.0
1032,2024-04-26,deposit,38904.0,0.0
1032,2024-02-14,invest,10130.0,0.0
1032,2024-03-26,invest,25354.0,0.0
1032,2024-02-16,deposit,21587.0,0.0
1033,2024-03-17,deposit,24393.0,0.0
1033,2024-03-15,deposit,37408.0,0.0
1033,2024-03-21,invest,21491.0,0.0
1033,2024-03-28,currency_exchange,0.0,348.0
1033,2024-02-03,invest,12344.0,0.0
1033,2024-04-22,card_spend,-40887.0,0.0
1033,2024-04-05,currency_exchange,0.0,475.0
1033,2024-04-24,invest,26064.0,0.0
1033,2024-02-21,deposit,38641.0,0.0
1033,2024-02-11,currency_exchange,0.0,416.0
1033,2024-02-21,invest,29921.0,0.0
1033,2024-02-02,deposit,9820.0,0.0
1033,2024-02-02,deposit,16023.0,0.0
1034,2024-02-18,currency_exchange,0.0,91.0
1034,2024-01-29,invest,18850.0,0.0
1034,2024-01-07,invest,36435.0,0.0
1034,2024-02-19,invest,17514.0,0.0
1034,2024-01-27,invest,32705.0,0.0
1034,2024-02-14,invest,41998.0,0.0
1034,2024-01-05,card_spend,-45547.0,0.0
1034,2024-01-23,card_spend,-14737.0,0.0
1034,2024-02-25,deposit,1545.0,0.0
1035,2024-03-29,invest,49543.0,0.0
1035,2024-04-24,deposit,46084.0,0.0
1035,2024-05-17,deposit,9436.0,0.0
1035,2024-05-12,invest,19155.0,0.0
1035,2024-03-26,deposit,25574.0,0.0
1035,2024-06-08,card_spend,-33733.0,0.0
1035,2024-05-04,deposit,34933.0,0.0
1035,2024-04-15,card_spend,-33913.0,0.0
1035,2024-05-17,invest,26280.0,0.0
1035,2024-05-08,currency_exchange,0.0,82.0
1035,2024-05-23,deposit,44001.0,0.0
1035,2024-04-22,card_spend,-42898.0,0.0
1036,2024-05-06,currency_exchange,0.0,328.0
1036,2024-04-12,invest,30757.0,0.0
1036,2024-05-13,currency_exchange,0.0,208.0
1036,2024-04-18,deposit,49988.0,0.0
1036,2024-04-29,deposit,37332.0,0.0
1036,2024-05-10,deposit,18320.0,0.0
1036,2024-02-29,card_spend,-16876.0,0.0
1036,2024-03-02,invest,1726.0,0.0
1036,2024-04-15,invest,19297.0,0.0
1036,2024-04-27,deposit,19850.0,0.0
1036,2024-04-16,invest,48319.0,0.0
1036,2024-02-29,card_spend,-8287.0,0.0
1036,2024-05-25,invest,35701.0,0.0
1036,2024-03-08,card_spend,-24874.0,0.0
1037,2024-02-15,card_spend,-38784.0,0.0
1037,2024-04-02,deposit,47542.0,0.0
1037,2024-02-26,currency_exchange,0.0,404.0
1037,2024-03-16,deposit,41059.0,0.0
1037,2024-04-05,deposit,22754.0,0.0
1037,2024-01-22,deposit,42873.0,0.0
1037,2024-03-27,currency_exchange,0.0,185.0
1037,2024-04-03,card_spend,-22452.0,0.0
1037,2024-04-07,deposit,10516.0,0.0
1037,2024-03-19,invest,20129.0,0.0
1037,2024-02-26,invest,35080.0,0.0
1037,2024-01-23,invest,20623.0,0.0
1038,2024-04-27,card_spend,-19088.0,0.0
1038,2024-03-12,card_spend,-33088.0,0.0
1038,2024-04-21,invest,21670.0,0.0
1038,2024-03-26,card_spend,-23534.0,0.0
1038,2024-03-04,card_spend,-10017.0,0.0
1038,2024-03-30,card_spend,-41329.0,0.0
1038,2024-04-07,deposit,19787.0,0.0
1038,2024-03-01,card_spend,-27588.0,0.0
1038,2024-03-11,deposit,22727.0,0.0
1038,2024-03-12,invest,2136.0,0.0
1038,2024-03-16,deposit,8009.0,0.0
1038,2024-04-28,deposit,2007.0,0.0
1038,2024-05-08,deposit,45486.0,0.0
1039,2024-03-04,deposit,14507.0,0.0
1039,2024-02-16,invest,8491.0,0.0
1039,2024-03-31,card_spend,-9073.0,0.0
1039,2024-04-01,deposit,12383.0,0.0
1039,2024-04-18,card_spend,-38567.0,0.0
1039,2024-03-14,currency_exchange,0.0,173.0
1039,2024-03-19,card_spend,-22510.0,0.0
1039,2024-02-25,deposit,8813.0,0.0
1039,2024-04-15,card_spend,-28082.0,0.0
1039,2024-03-25,deposit,12745.0,0.0
1039,2024-03-13,invest,15288.0,0.0
1040,2024-01-23,card_spend,-4342.0,0.0
1040,2024-02-08,invest,24411.0,0.0
1040,2024-02-11,deposit,14261.0,0.0
1040,2024-04-03,invest,23042.0,0.0
1040,2024-03-17,currency_exchange,0.0,245.0
1041,2024-03-21,currency_exchange,0.0,366.0
1041,2024-04-28,currency_exchange,0.0,156.0
1041,2024-04-26,invest,6626.0,0.0
1041,2024-04-03,deposit,27431.0,0.0
1041,2024-03-25,card_spend,-27385.0,0.0
1041,2024-03-15,invest,20994.0,0.0
1041,2024-05-11,deposit,6776.0,0.0
1041,2024-04-22,deposit,18434.0,0.0
1041,2024-04-15,invest,40110.0,0.0
1042,2024-04-01,deposit,6655.0,0.0
1042,2024-03-28,currency_exchange,0.0,413.0
1042,2024-03-14,invest,48837.0,0.0
1042,2024-04-15,invest,29541.0,0.0
1042,2024-04-21,invest,39565.0,0.0
1043,2024-04-17,deposit,6109.0,0.0
1043,2024-02-19,card_spend,-30759.0,0.0
1043,2024-05-04,deposit,27589.0,0.0
1043,2024-03-20,invest,42688.0,0.0
1043,2024-03-21,currency_exchange,0.0,434.0
1043,2024-02-25,card_spend,-4762.0,0.0
1043,2024-05-15,deposit,40499.0,0.0
1043,2024-04-03,deposit,9783.0,0.0
1043,2024-04-11,invest,49787.0,0.0
1043,2024-03-21,invest,23431.0,0.0
1044,2023-12-16,invest,47824.0,0.0
1044,2024-02-29,deposit,24116.0,0.0
1044,2024-01-21,invest,11361.0,0.0
1045,2024-02-14,deposit,10078.0,0.0
1045,2024-03-14,deposit,7090.0,0.0
1045,2024-03-31,card_spend,-2925.0,0.0
1045,2024-02-08,currency_exchange,0.0,368.0
1046,2024-04-15,card_spend,-27289.0,0.0
1046,2024-04-01,card_spend,-25826.0,0.0
1046,2024-02-06,invest,33975.0,0.0
1046,2024-02-03,invest,17405.0,0.0
1046,2024-02-25,invest,22288.0,0.0
1046,2024-03-30,card_spend,-47026.0,0.0
1046,2024-04-21,deposit,11326.0,0.0
1046,2024-02-11,deposit,14612.0,0.0
1046,2024-02-18,currency_exchange,0.0,365.0
1046,2024-03-15,deposit,45662.0,0.0
1046,2024-03-23,invest,25363.0,0.0
1047,2024-03-25,card_spend,-1661.0,0.0
1047,2024-02-21,currency_exchange,0.0,370.0
1047,2024-03-14,invest,15025.0,0.0
1047,2024-02-19,deposit,17309.0,0.0
1048,2024-02-06,invest,8005.0,0.0
1048,2024-04-24,card_spend,-1956.0,0.0
1048,2024-02-23,invest,13803.0,0.0
1049,2024-02-08,invest,49689.0,0.0
1049,2024-03-08,invest,7563.0,0.0
1049,2024-03-25,invest,12171.0,0.0
1049,2024-01-25,invest,30426.0,0.0
1049,2024-03-17,currency_exchange,0.0,277.0
1049,2024-01-22,invest,20342.0,0.0
1049,2024-02-14,card_spend,-24279.0,0.0
1049,2024-04-15,invest,1525.0,0.0
1049,2024-04-06,invest,27916.0,0.0
1049,2024-03-28,deposit,5648.0,0.0
1049,2024-03-21,deposit,30052.0,0.0
1049,2024-02-02,invest,48064.0,0.0
1049,2024-04-12,invest,46893.0,0.0
1050,2024-05-21,card_spend,-44006.0,0.0
1050,2024-05-20,card_spend,-33419.0,0.0
1050,2024-04-30,deposit,40198.0,0.0
1050,2024-03-27,card_spend,-34397.0,0.0
1050,2024-03-26,invest,20816.0,0.0
1050,2024-03-17,invest,39663.0,0.0
1050,2024-04-28,currency_exchange,0.0,322.0
1050,2024-04-22,card_spend,-10847.0,0.0
1050,2024-04-29,invest,18774.0,0.0
1050,2024-06-03,invest,18658.0,0.0
1050,2024-05-16,deposit,17001.0,0.0
1051,2024-02-29,currency_exchange,0.0,294.0
1051,2024-01-24,deposit,21677.0,0.0
1051,2024-03-14,deposit,42235.0,0.0
1051,2024-03-16,invest,39138.0,0.0
1051,2024-03-06,deposit,46272.0,0.0
1051,2024-03-13,currency_exchange,0.0,48.0
1051,2024-03-19,invest,4249.0,0.0
1051,2024-02-15,invest,13115.0,0.0
1051,2024-02-15,deposit,33556.0,0.0
1051,2024-03-15,card_spend,-44753.0,0.0
1052,2024-04-01,currency_exchange,0.0,138.0
1052,2024-04-01,deposit,14669.0,0.0
1052,2024-03-29,currency_exchange,0.0,184.0
1052,2024-04-27,invest,39006.0,0.0
1052,2024-04-10,card_spend,-1302.0,0.0
1052,2024-06-08,deposit,38208.0,0.0
1052,2024-05-09,currency_exchange,0.0,10.0
1052,2024-04-12,currency_exchange,0.0,151.0
1052,2024-05-16,invest,27984.0,0.0
1052,2024-05-27,deposit,6704.0,0.0
1052,2024-04-26,invest,46743.0,0.0
1052,2024-04-06,card_spend,-20614.0,0.0
1053,2024-04-16,card_spend,-49508.0,0.0
1053,2024-02-05,invest,37321.0,0.0
1053,2024-04-23,card_spend,-49406.0,0.0
1053,2024-04-24,card_spend,-4712.0,0.0
1053,2024-04-29,deposit,27200.0,0.0
1053,2024-04-12,invest,13178.0,0.0
1053,2024-04-01,invest,18824.0,0.0
1053,2024-03-21,invest,32010.0,0.0
1053,2024-03-16,deposit,45298.0,0.0
1053,2024-04-13,invest,26537.0,0.0
1054,2023-12-05,invest,7471.0,0.0
1054,2024-01-19,card_spend,-27523.0,0.0
1054,2023-12-28,deposit,22636.0,0.0
1054,2024-01-19,invest,12563.0,0.0
1054,2024-02-10,card_spend,-27987.0,0.0
1054,2024-01-14,deposit,34174.0,0.0
1054,2024-02-20,invest,22627.0,0.0
1054,2023-12-17,deposit,9906.0,0.0
1054,2024-01-22,deposit,14076.0,0.0
1055,2024-04-30,invest,43652.0,0.0
1055,2024-04-06,invest,43641.0,0.0
1055,2024-03-11,deposit,24171.0,0.0
1055,2024-06-07,deposit,35054.0,0.0
1055,2024-05-22,card_spend,-4654.0,0.0
1055,2024-05-11,deposit,25489.0,0.0
1056,2024-03-15,currency_exchange,0.0,461.0
1056,2024-01-26,card_spend,-22675.0,0.0
1056,2024-03-04,invest,12130.0,0.0
1056,2024-02-01,invest,24669.0,0.0
1056,2024-02-09,card_spend,-29552.0,0.0
1056,2024-02-14,deposit,17393.0,0.0
1056,2024-04-16,invest,10852.0,0.0
1056,2024-03-01,currency_exchange,0.0,217.0
1056,2024-03-08,deposit,35084.0,0.0
1056,2024-03-27,deposit,37451.0,0.0
1056,2024-03-19,invest,24384.0,0.0
1056,2024-02-06,card_spend,-4040.0,0.0
1057,2024-02-13,deposit,18633.0,0.0
1057,2024-01-08,deposit,42621.0,0.0
1057,2024-02-15,invest,10160.0,0.0
1057,2024-02-22,invest,8421.0,0.0
1057,2023-12-31,currency_exchange,0.0,300.0
1057,2023-12-13,invest,29482.0,0.0
1057,2024-01-17,invest,32910.0,0.0
1057,2024-01-16,invest,45311.0,0.0
1058,2024-02-04,deposit,18625.0,0.0
1058,2024-01-31,currency_exchange,0.0,118.0
1058,2024-01-25,deposit,46408.0,0.0
1058,2024-01-25,deposit,32367.0,0.0
1058,2024-02-18,deposit,11756.0,0.0
1058,2024-02-02,deposit,15484.0,0.0
1058,2023-12-28,card_spend,-9258.0,0.0
1058,2024-03-15,invest,20201.0,0.0
1058,2024-03-10,currency_exchange,0.0,480.0
1058,2024-02-02,deposit,48556.0,0.0
1058,2024-03-06,invest,4374.0,0.0
1059,2024-04-05,invest,24197.0,0.0
1059,2024-04-05,card_spend,-30328.0,0.0
1059,2024-02-26,invest,40891.0,0.0
1059,2024-02-13,currency_exchange,0.0,246.0
1059,2024-02-15,card_spend,-42323.0,0.0
1059,2024-04-15,card_spend,-33916.0,0.0
1059,2024-05-04,invest,27342.0,0.0
1059,2024-03-13,deposit,12023.0,0.0
1059,2024-04-26,card_spend,-20169.0,0.0
1059,2024-02-24,deposit,6782.0,0.0
1060,2024-03-20,invest,39067.0,0.0
1060,2024-03-09,invest,37035.0,0.0
1060,2024-03-29,invest,18826.0,0.0
1061,2024-01-29,invest,6435.0,0.0
1061,2023-12-29,currency_exchange,0.0,51.0
1061,2024-01-24,card_spend,-35594.0,0.0
1061,2024-01-16,card_spend,-8629.0,0.0
1061,2023-12-23,deposit,32750.0,0.0
1061,2024-02-07,card_spend,-13686.0,0.0
1061,2024-01-07,deposit,21609.0,0.0
1062,2023-12-13,card_spend,-9984.0,0.0
1062,2023-12-17,deposit,32055.0,0.0
1062,2024-01-26,card_spend,-49563.0,0.0
1063,2024-04-07,card_spend,-6772.0,0.0
1063,2024-03-05,invest,18347.0,0.0
1063,2024-03-22,deposit,41108.0,0.0
1063,2024-04-26,card_spend,-46183.0,0.0
1063,2024-03-10,currency_exchange,0.0,29.0
1064,2024-03-28,card_spend,-19268.0,0.0
1064,2024-03-11,invest,38947.0,0.0
1064,2024-02-20,deposit,40922.0,0.0
1064,2024-02-02,card_spend,-32497.0,0.0
1065,2023-12-15,invest,47332.0,0.0
1065,2024-01-13,invest,26032.0,0.0
1065,2024-03-09,deposit,30794.0,0.0
1065,2024-01-03,deposit,29861.0,0.0
1065,2023-12-20,invest,24291.0,0.0
1065,2023-12-17,invest,24312.0,0.0
1065,2024-02-03,deposit,34187.0,0.0
1065,2024-01-20,invest,16422.0,0.0
1065,2024-02-14,invest,15818.0,0.0
1065,2023-12-20,invest,28605.0,0.0
1065,2023-12-27,deposit,39908.0,0.0
1066,2024-03-27,deposit,5481.0,0.0
1066,2024-05-23,invest,38605.0,0.0
1066,2024-06-09,invest,25022.0,0.0
1066,2024-05-19,deposit,26476.0,0.0
1066,2024-06-15,deposit,48076.0,0.0
1066,2024-05-06,deposit,42424.0,0.0
1066,2024-05-21,invest,23420.0,0.0
1067,2024-02-01,deposit,11749.0,0.0
1067,2024-02-14,card_spend,-38487.0,0.0
1067,2024-02-28,invest,15056.0,0.0
1067,2024-01-29,card_spend,-44404.0,0.0
1067,2024-02-10,card_spend,-34160.0,0.0
1067,2024-01-18,invest,4631.0,0.0
1068,2024-03-08,currency_exchange,0.0,453.0
1068,2024-03-19,card_spend,-28425.0,0.0
1068,2024-03-06,card_spend,-24472.0,0.0
1069,2024-03-21,invest,32186.0,0.0
1069,2024-03-30,card_spend,-23614.0,0.0
1069,2024-01-29,deposit,29758.0,0.0
1070,2023-12-02,deposit,25034.0,0.0
1070,2023-12-25,deposit,17531.0,0.0
1070,2023-12-12,currency_exchange,0.0,220.0
1070,2023-12-08,card_spend,-29138.0,0.0
1070,2024-01-28,deposit,40261.0,0.0
1070,2023-12-09,deposit,43533.0,0.0
1070,2024-02-20,deposit,36144.0,0.0
1070,2024-02-05,invest,26538.0,0.0
1070,2024-01-19,deposit,7979.0,0.0
1070,2024-02-17,deposit,13504.0,0.0
1070,2024-02-01,card_spend,-47857.0,0.0
1070,2023-12-22,deposit,6978.0,0.0
1071,2024-02-23,invest,43676.0,0.0
1071,2024-03-24,card_spend,-10503.0,0.0
1071,2024-03-24,invest,17905.0,0.0
1071,2024-03-07,deposit,24953.0,0.0
1071,2024-04-16,deposit,5583.0,0.0
1071,2024-04-20,invest,40896.0,0.0
1071,2024-03-14,deposit,15291.0,0.0
1071,2024-05-16,invest,34453.0,0.0
1071,2024-03-13,deposit,49758.0,0.0
1071,2024-03-31,card_spend,-44950.0,0.0
1072,2024-03-21,card_spend,-16997.0,0.0
1072,2024-03-08,card_spend,-18030.0,0.0
1072,2024-03-23,invest,29927.0,0.0
1072,2024-05-25,card_spend,-44541.0,0.0
1073,2024-04-17,card_spend,-14057.0,0.0
1073,2024-04-17,invest,25858.0,0.0
1073,2024-05-08,deposit,37850.0,0.0
1073,2024-04-11,card_spend,-44285.0,0.0
1073,2024-05-01,card_spend,-2376.0,0.0
